item_id,category,daily_demand,demand_std_dev,lead_time_days,reorder_frequency_days,ADI,CV2,intermittency_class
ITM11880,Groceries,20.75,8.35,9,5,5.0,0.16193351720133545,Intermittent
ITM11228,Groceries,25.64,5.56,2,5,5.0,0.047023347392554045,Intermittent
ITM13184,Groceries,18.0,4.95,4,5,5.0,0.07562500000000001,Intermittent
ITM10745,Groceries,42.28,3.55,8,5,5.0,0.00704996155736098,Intermittent
ITM10398,Pharma,47.58,6.82,8,14,14.0,0.020545649450203644,Intermittent
ITM10258,Apparel,30.01,6.96,2,3,3.0,0.053788135266696055,Intermittent
ITM13185,Groceries,11.21,6.96,3,8,8.0,0.3854847963738251,Intermittent
ITM11629,Pharma,21.32,2.99,7,6,6.0,0.019668352171326595,Intermittent
ITM10264,Pharma,16.71,1.74,8,7,7.0,0.01084290360323482,Intermittent
ITM10858,Electronics,18.86,8.17,7,3,3.0,0.18765525741384023,Intermittent
ITM10313,Electronics,25.28,7.58,8,9,9.0,0.08990508832719114,Intermittent
ITM12589,Electronics,21.85,8.88,8,5,5.0,0.1651669119071682,Intermittent
ITM11431,Automotive,27.31,2.84,7,5,5.0,0.010814172175361316,Intermittent
ITM11991,Electronics,42.05,8.88,6,12,12.0,0.044595797144275064,Intermittent
ITM10958,Groceries,33.88,8.45,2,8,8.0,0.062205189090184236,Intermittent
ITM12384,Groceries,46.66,0.95,3,11,11.0,0.00041453169447328443,Intermittent
ITM12722,Automotive,40.79,3.0,7,12,12.0,0.005409225650716324,Intermittent
ITM12861,Pharma,17.7,4.93,2,10,10.0,0.07757955887516357,Intermittent
ITM13117,Pharma,19.17,2.45,3,11,11.0,0.016333826681567798,Intermittent
ITM13136,Automotive,26.04,7.91,3,13,13.0,0.09227222800323737,Intermittent
ITM11290,Apparel,26.51,9.79,4,7,7.0,0.13637850587971967,Intermittent
ITM12577,Apparel,6.75,8.48,8,10,10.0,1.578280384087792,Lumpy
ITM10357,Automotive,36.15,9.81,4,3,3.0,0.07364129405485445,Intermittent
ITM12641,Groceries,35.87,5.75,9,4,4.0,0.025696438576593348,Intermittent
ITM12134,Automotive,9.75,4.57,9,9,9.0,0.21969651545036165,Intermittent
ITM12144,Automotive,28.96,5.23,3,5,5.0,0.032614164898812616,Intermittent
ITM10978,Groceries,20.59,8.6,9,3,3.0,0.17445531658238353,Intermittent
ITM12630,Apparel,29.14,4.96,7,14,14.0,0.028972385694884563,Intermittent
ITM11894,Electronics,9.99,2.57,4,5,5.0,0.06618129641152663,Intermittent
ITM10614,Electronics,27.04,4.63,8,7,7.0,0.02931896314029621,Intermittent
ITM12693,Apparel,32.01,9.88,8,7,7.0,0.09526701131450938,Intermittent
ITM12872,Electronics,22.26,4.36,3,3,3.0,0.03836389189590634,Intermittent
ITM10963,Automotive,33.75,9.95,2,14,14.0,0.08691577503429355,Intermittent
ITM12320,Apparel,23.92,0.76,9,6,6.0,0.001009496538070044,Intermittent
ITM11021,Electronics,2.91,9.11,2,5,5.0,9.800557385954344,Lumpy
ITM10694,Electronics,1.13,0.88,3,9,9.0,0.6064687916046677,Lumpy
ITM10789,Electronics,28.05,7.14,7,13,13.0,0.06479338842975205,Intermittent
ITM11013,Electronics,42.8,6.57,7,12,12.0,0.023563684601275222,Intermittent
ITM11633,Apparel,31.17,1.54,6,13,13.0,0.0024410003243207972,Intermittent
ITM10050,Pharma,31.06,2.28,2,4,4.0,0.005388486401700963,Intermittent
ITM12883,Electronics,27.67,4.24,4,13,13.0,0.02348082733031629,Intermittent
ITM12666,Automotive,35.08,1.99,2,14,14.0,0.0032180069923250843,Intermittent
ITM12924,Pharma,12.35,6.11,6,6,6.0,0.24476454293628813,Intermittent
ITM11461,Pharma,29.99,9.23,7,7,7.0,0.09472191519658495,Intermittent
ITM11463,Pharma,49.73,6.48,2,4,4.0,0.016979038507113967,Intermittent
ITM11058,Apparel,37.41,4.99,7,14,14.0,0.017792037073597507,Intermittent
ITM10940,Apparel,21.93,2.24,3,13,13.0,0.010433229803655417,Intermittent
ITM13077,Electronics,39.76,1.49,6,7,7.0,0.0014043643146605996,Intermittent
ITM11782,Groceries,7.14,1.2,8,5,5.0,0.028246592754748962,Intermittent
ITM11642,Groceries,9.66,9.53,9,3,3.0,0.9732659919670451,Lumpy
ITM11145,Pharma,30.13,3.48,5,11,11.0,0.013340134998588372,Intermittent
ITM11582,Pharma,24.49,7.11,9,11,11.0,0.08428720083246619,Intermittent
ITM10994,Automotive,43.47,4.48,6,13,13.0,0.010621277301946633,Intermittent
ITM13135,Groceries,36.59,2.92,5,5,5.0,0.006368554708405059,Intermittent
ITM10748,Electronics,35.63,3.49,7,8,8.0,0.00959443067564797,Intermittent
ITM10147,Groceries,42.5,0.71,7,9,9.0,0.00027908650519031135,Intermittent
ITM11292,Groceries,18.95,6.76,7,5,5.0,0.12725503164138374,Intermittent
ITM12413,Groceries,35.09,5.54,9,12,12.0,0.02492601161317788,Intermittent
ITM10108,Groceries,28.89,1.05,9,4,4.0,0.0013209412865860298,Intermittent
ITM11706,Electronics,36.47,2.43,5,5,5.0,0.0044395711504638625,Intermittent
ITM12508,Apparel,34.86,8.32,3,4,4.0,0.056962873212380714,Intermittent
ITM10433,Groceries,45.0,4.1,2,3,3.0,0.008301234567901232,Intermittent
ITM10547,Apparel,10.03,1.24,9,13,13.0,0.015284157497596942,Intermittent
ITM11608,Electronics,32.58,6.73,2,12,12.0,0.04267052325465277,Intermittent
ITM12157,Pharma,48.99,6.8,2,11,11.0,0.01926650530968469,Intermittent
ITM11845,Automotive,12.1,3.69,8,9,9.0,0.0929997950959634,Intermittent
ITM11898,Apparel,40.67,7.28,2,9,9.0,0.03204161618196415,Intermittent
ITM10237,Pharma,43.2,8.69,8,10,10.0,0.04046430255486968,Intermittent
ITM12855,Groceries,34.22,2.09,5,14,14.0,0.003730203814080241,Intermittent
ITM11040,Groceries,43.17,4.55,7,9,9.0,0.011108583811038655,Intermittent
ITM10685,Electronics,9.5,1.7,4,4,4.0,0.03202216066481994,Intermittent
ITM11392,Automotive,49.62,4.43,8,9,9.0,0.007970653548995744,Intermittent
ITM12690,Pharma,6.57,6.03,8,9,9.0,0.8423719271908425,Lumpy
ITM10354,Apparel,42.53,2.6,9,11,11.0,0.0037372825278890564,Intermittent
ITM10163,Electronics,8.55,5.24,8,10,10.0,0.3756041175062412,Intermittent
ITM12335,Apparel,26.58,2.45,2,10,10.0,0.008496150865029181,Intermittent
ITM12692,Pharma,7.33,8.67,4,7,7.0,1.3990403674744878,Lumpy
ITM10385,Electronics,32.92,3.56,6,14,14.0,0.011694464580728123,Intermittent
ITM12099,Groceries,1.72,8.67,7,10,10.0,25.408633044889125,Lumpy
ITM10005,Apparel,35.95,9.47,6,9,9.0,0.0693908437967274,Intermittent
ITM11318,Groceries,13.63,7.9,7,12,12.0,0.33594058249437897,Intermittent
ITM12789,Electronics,14.17,3.08,7,10,10.0,0.04724563957469761,Intermittent
ITM13008,Groceries,37.63,3.45,2,14,14.0,0.008405620017670692,Intermittent
ITM10252,Pharma,20.51,1.79,9,10,10.0,0.007616838392802168,Intermittent
ITM10068,Pharma,25.11,7.42,9,12,12.0,0.08732013231784133,Intermittent
ITM10035,Automotive,21.93,0.87,4,5,5.0,0.0015738424024208354,Intermittent
ITM10329,Apparel,33.64,8.57,2,10,10.0,0.06490074312755467,Intermittent
ITM10243,Groceries,7.2,7.35,4,3,3.0,1.0421006944444442,Lumpy
ITM12037,Apparel,23.56,7.23,5,5,5.0,0.09417291688885944,Intermittent
ITM13113,Groceries,46.96,7.2,6,3,3.0,0.023507628370515052,Intermittent
ITM10297,Groceries,42.95,2.93,6,3,3.0,0.004653812742163032,Intermittent
ITM12491,Automotive,31.04,3.28,3,8,8.0,0.011166170687639494,Intermittent
ITM11172,Automotive,26.6,0.72,2,4,4.0,0.0007326587144553111,Intermittent
ITM10792,Pharma,48.21,5.61,9,7,7.0,0.013541022494539099,Intermittent
ITM11462,Groceries,16.21,5.36,5,8,8.0,0.10933609271586187,Intermittent
ITM11800,Groceries,29.73,1.33,4,10,10.0,0.0020013058438605826,Intermittent
ITM12405,Pharma,42.46,3.76,3,12,12.0,0.007841799069873525,Intermittent
ITM12829,Automotive,2.57,5.3,2,13,13.0,4.252903147663099,Lumpy
ITM12268,Electronics,1.96,6.82,9,11,11.0,12.107559350270721,Lumpy
ITM11207,Groceries,29.11,4.23,9,12,12.0,0.021115254673721887,Intermittent
ITM12303,Electronics,45.44,3.74,9,12,12.0,0.006774333279607223,Intermittent
ITM10556,Groceries,28.78,4.6,7,11,11.0,0.025546657420289835,Intermittent
ITM11558,Electronics,13.8,0.58,4,10,10.0,0.0017664356227683259,Intermittent
ITM10784,Automotive,32.91,4.82,2,6,6.0,0.021450544060895162,Intermittent
ITM10212,Groceries,30.41,8.19,8,4,4.0,0.07253288689348172,Intermittent
ITM10819,Pharma,49.65,4.62,9,10,10.0,0.008658555507890582,Intermittent
ITM11861,Pharma,23.16,0.71,3,12,12.0,0.0009398089732461123,Intermittent
ITM10979,Groceries,2.67,9.93,2,6,6.0,13.831713167529353,Lumpy
ITM10580,Pharma,23.56,9.02,7,12,12.0,0.14657587750525336,Intermittent
ITM12928,Automotive,45.31,6.28,6,9,9.0,0.01921016800762554,Intermittent
ITM11197,Automotive,39.39,6.99,9,8,8.0,0.0314907054593209,Intermittent
ITM12210,Apparel,26.3,6.07,2,14,14.0,0.05326793794908123,Intermittent
ITM11364,Automotive,2.18,6.14,8,3,3.0,7.932749768538001,Lumpy
ITM10285,Automotive,26.72,4.19,7,12,12.0,0.02458980803363334,Intermittent
ITM12790,Pharma,26.95,7.55,5,13,13.0,0.07848313891250547,Intermittent
ITM11658,Electronics,44.63,9.26,2,5,5.0,0.04304950872232561,Intermittent
ITM12407,Electronics,37.83,6.13,8,12,12.0,0.026257191189293844,Intermittent
ITM12017,Groceries,22.12,1.19,7,11,11.0,0.0028941676013459375,Intermittent
ITM11459,Automotive,23.47,7.39,6,3,3.0,0.09914314641487225,Intermittent
ITM12204,Automotive,2.24,6.34,6,4,4.0,8.010921556122446,Lumpy
ITM11488,Automotive,47.84,7.42,9,14,14.0,0.024056113745931248,Intermittent
ITM12304,Apparel,4.52,2.93,8,4,4.0,0.42020224763098135,Intermittent
ITM12462,Groceries,38.38,0.73,9,3,3.0,0.0003617726902555042,Intermittent
ITM10861,Apparel,6.7,6.08,6,14,14.0,0.8234885275116951,Lumpy
ITM11745,Pharma,33.72,4.52,4,13,13.0,0.01796808269623963,Intermittent
ITM12673,Pharma,22.74,4.61,4,14,14.0,0.04109802292598292,Intermittent
ITM10551,Apparel,3.93,6.14,6,8,8.0,2.4409092969200183,Lumpy
ITM11528,Apparel,35.41,3.02,9,14,14.0,0.007273811336296061,Intermittent
ITM10523,Groceries,30.16,7.38,8,10,10.0,0.05987562355325091,Intermittent
ITM10289,Pharma,13.33,2.78,9,9,9.0,0.043493994278764735,Intermittent
ITM11216,Groceries,25.0,5.94,5,6,6.0,0.056453760000000006,Intermittent
ITM11241,Automotive,25.85,7.14,5,12,12.0,0.0762913550501517,Intermittent
ITM10499,Electronics,25.2,5.73,8,6,6.0,0.05170209750566895,Intermittent
ITM12295,Groceries,19.1,5.37,3,3,3.0,0.07904635289602804,Intermittent
ITM12912,Electronics,20.45,3.17,5,12,12.0,0.024028789880500476,Intermittent
ITM10208,Pharma,27.15,9.95,6,4,4.0,0.13430942618085867,Intermittent
ITM12469,Electronics,6.42,2.44,4,11,11.0,0.14444735590687202,Intermittent
ITM10256,Electronics,1.16,7.96,7,4,4.0,47.08799048751487,Lumpy
ITM10903,Pharma,19.75,3.24,2,13,13.0,0.026912610158628426,Intermittent
ITM12500,Automotive,6.91,5.89,9,4,4.0,0.726565036095677,Lumpy
ITM11327,Pharma,7.3,1.71,2,4,4.0,0.054871458059673486,Intermittent
ITM12631,Pharma,15.33,4.1,5,10,10.0,0.07152920591518022,Intermittent
ITM10525,Pharma,4.13,9.82,5,9,9.0,5.653571282003178,Lumpy
ITM10843,Electronics,2.7,3.58,9,12,12.0,1.7580795610425242,Lumpy
ITM10356,Pharma,46.67,9.81,6,12,12.0,0.04418373373097856,Intermittent
ITM12171,Electronics,23.93,0.9,3,10,10.0,0.0014144891537495577,Intermittent
ITM13099,Automotive,17.45,6.25,6,11,11.0,0.12828301902283232,Intermittent
ITM12518,Pharma,19.37,7.39,9,6,6.0,0.14555584014686687,Intermittent
ITM10677,Groceries,20.98,4.18,2,14,14.0,0.03969552917527337,Intermittent
ITM11425,Apparel,19.72,1.59,6,13,13.0,0.00650100391279125,Intermittent
ITM11078,Groceries,16.68,6.21,7,8,8.0,0.13860889705501786,Intermittent
ITM12967,Automotive,6.94,6.29,5,8,8.0,0.8214523000772366,Lumpy
ITM10326,Groceries,48.18,9.13,5,3,3.0,0.035909384708408924,Intermittent
ITM11169,Automotive,41.49,9.04,8,5,5.0,0.047473362254803454,Intermittent
ITM11575,Groceries,20.96,0.62,4,6,6.0,0.0008749854320843772,Intermittent
ITM12492,Groceries,41.21,3.57,4,10,10.0,0.0075046631439715395,Intermittent
ITM11295,Apparel,7.26,9.62,7,12,12.0,1.7558075116302012,Lumpy
ITM10753,Groceries,5.2,8.46,2,11,11.0,2.6468786982248527,Lumpy
ITM11121,Electronics,21.8,5.35,6,3,3.0,0.06022746401818027,Intermittent
ITM10492,Pharma,1.11,6.28,4,5,5.0,32.00909017125233,Lumpy
ITM10708,Electronics,13.43,4.88,4,11,11.0,0.1320345588304598,Intermittent
ITM12876,Automotive,26.98,8.34,9,3,3.0,0.09555385451486177,Intermittent
ITM11451,Electronics,20.96,9.17,3,7,7.0,0.19140625,Intermittent
ITM12892,Electronics,36.57,7.75,8,10,10.0,0.044911078494732436,Intermittent
ITM11700,Pharma,8.42,2.5,2,7,7.0,0.08815680344841205,Intermittent
ITM10030,Groceries,15.58,5.33,5,8,8.0,0.11703601108033242,Intermittent
ITM13087,Automotive,1.13,9.56,9,9,9.0,71.57459472159138,Lumpy
ITM10145,Pharma,17.96,4.47,6,13,13.0,0.06194444720016268,Intermittent
ITM10878,Automotive,48.0,5.48,4,4,4.0,0.013034027777777782,Intermittent
ITM11530,Automotive,15.71,0.81,7,8,8.0,0.00265838371404689,Intermittent
ITM12216,Apparel,31.7,7.13,6,8,8.0,0.050589517260595684,Intermittent
ITM10227,Apparel,32.34,9.0,7,3,3.0,0.0774470692307957,Intermittent
ITM10345,Apparel,15.87,0.57,7,13,13.0,0.0012900182603692808,Intermittent
ITM12640,Groceries,32.63,7.21,6,4,4.0,0.04882434006635941,Intermittent
ITM13171,Pharma,13.43,2.12,7,12,12.0,0.02491837380776415,Intermittent
ITM11636,Apparel,3.35,4.38,7,10,10.0,1.7094586767654265,Lumpy
ITM12964,Apparel,17.62,3.79,6,9,9.0,0.04626649625528723,Intermittent
ITM12014,Automotive,49.11,4.55,3,6,6.0,0.008583865914479112,Intermittent
ITM13039,Electronics,34.49,4.37,4,6,6.0,0.01605374961719042,Intermittent
ITM10417,Apparel,37.48,5.45,5,14,14.0,0.02114432571081667,Intermittent
ITM12929,Automotive,5.19,4.05,5,3,3.0,0.6089411607471013,Lumpy
ITM12903,Automotive,46.54,3.86,8,10,10.0,0.006878945227167335,Intermittent
ITM10391,Automotive,36.66,2.41,4,6,6.0,0.004321645744844548,Intermittent
ITM12013,Apparel,11.28,6.4,3,4,4.0,0.32191539660982854,Intermittent
ITM11003,Pharma,32.05,1.5,2,11,11.0,0.0021904152297137127,Intermittent
ITM11573,Automotive,45.21,8.72,2,13,13.0,0.0372018001862184,Intermittent
ITM13137,Apparel,35.41,2.93,6,5,5.0,0.006846732921907816,Intermittent
ITM11144,Automotive,4.9,6.71,5,8,8.0,1.875222823823407,Lumpy
ITM12987,Electronics,27.61,1.29,2,12,12.0,0.002182964169137549,Intermittent
ITM11733,Automotive,43.83,2.33,8,13,13.0,0.002825978807943849,Intermittent
ITM12100,Groceries,37.65,9.85,9,8,8.0,0.06844512168237188,Intermittent
ITM10690,Automotive,20.08,2.56,4,11,11.0,0.016253710258567332,Intermittent
ITM11616,Pharma,24.55,9.94,7,3,3.0,0.16393427935009394,Intermittent
ITM12376,Pharma,46.29,4.23,6,4,4.0,0.008350382573611348,Intermittent
ITM12116,Groceries,37.12,8.14,4,14,14.0,0.04808757478076696,Intermittent
ITM11567,Apparel,48.52,5.63,2,10,10.0,0.013464034174975818,Intermittent
ITM12702,Apparel,22.74,1.67,9,7,7.0,0.005393268248233058,Intermittent
ITM12757,Automotive,36.59,1.07,9,12,12.0,0.0008551508591730333,Intermittent
ITM10161,Electronics,31.55,3.88,9,10,10.0,0.015123932278651097,Intermittent
ITM12968,Apparel,14.36,5.27,4,9,9.0,0.1346828663650965,Intermittent
ITM11129,Apparel,15.55,2.59,7,12,12.0,0.027742062220200366,Intermittent
ITM10148,Apparel,19.44,9.39,2,13,13.0,0.23331285246151498,Intermittent
ITM11744,Electronics,26.0,5.68,2,6,6.0,0.04772544378698225,Intermittent
ITM10485,Groceries,32.64,0.76,8,4,4.0,0.0005421592656670511,Intermittent
ITM12619,Automotive,17.59,2.1,9,5,5.0,0.014253020525319153,Intermittent
ITM12992,Electronics,7.74,5.99,4,4,4.0,0.5989240096415146,Lumpy
ITM10275,Groceries,19.53,8.28,6,13,13.0,0.17974473868631735,Intermittent
ITM11605,Electronics,47.96,6.25,9,5,5.0,0.01698250244678461,Intermittent
ITM12461,Electronics,28.6,1.79,5,10,10.0,0.003917184214387011,Intermittent
ITM11096,Pharma,44.27,2.43,4,12,12.0,0.0030129609519260543,Intermittent
ITM12164,Pharma,8.6,3.08,4,13,13.0,0.128263926446728,Intermittent
ITM11414,Electronics,3.2,9.23,8,3,3.0,8.319619140624999,Lumpy
ITM11029,Electronics,40.32,4.09,5,10,10.0,0.010289767672115143,Intermittent
ITM11809,Electronics,37.53,8.54,6,5,5.0,0.05177959062716962,Intermittent
ITM12844,Apparel,18.73,7.19,8,14,14.0,0.14736088667206937,Intermittent
ITM10585,Automotive,10.62,5.51,6,10,10.0,0.26918705069140764,Intermittent
ITM11670,Groceries,34.51,5.16,2,4,4.0,0.022356791915899045,Intermittent
ITM10374,Electronics,30.4,5.35,6,11,11.0,0.030971368594182827,Intermittent
ITM12860,Pharma,24.15,9.86,3,9,9.0,0.1666938432587906,Intermittent
ITM11955,Pharma,30.65,4.97,3,7,7.0,0.026293707038100536,Intermittent
ITM10809,Automotive,34.74,2.23,2,9,9.0,0.004120501702092259,Intermittent
ITM11191,Electronics,8.57,0.99,6,14,14.0,0.01334469786193459,Intermittent
ITM12046,Automotive,29.34,9.34,5,7,7.0,0.10133828108410013,Intermittent
ITM10121,Pharma,30.83,8.91,6,5,5.0,0.08352343725423832,Intermittent
ITM10664,Groceries,47.51,4.92,9,13,13.0,0.010724082459503702,Intermittent
ITM11556,Groceries,32.07,3.37,8,13,13.0,0.011042359494047992,Intermittent
ITM10052,Pharma,17.35,4.21,5,14,14.0,0.058879651853266775,Intermittent
ITM10097,Apparel,12.91,4.52,5,14,14.0,0.1225813458004261,Intermittent
ITM11483,Electronics,32.33,6.88,6,14,14.0,0.04528615693653324,Intermittent
ITM12526,Pharma,44.91,6.28,9,8,8.0,0.019553890432588376,Intermittent
ITM11803,Pharma,10.87,5.06,6,4,4.0,0.2166915347305151,Intermittent
ITM12117,Apparel,1.18,1.57,6,12,12.0,1.7702528009192766,Lumpy
ITM12878,Apparel,32.5,3.91,4,9,9.0,0.014473940828402367,Intermittent
ITM12222,Automotive,33.71,9.52,2,9,9.0,0.07975471946007445,Intermittent
ITM11056,Apparel,8.72,6.71,4,3,3.0,0.5921231903880144,Lumpy
ITM13029,Automotive,7.91,4.86,9,7,7.0,0.37750227352276955,Intermittent
ITM11368,Pharma,15.02,3.87,6,6,6.0,0.06638685037792488,Intermittent
ITM12177,Groceries,36.77,6.17,7,4,4.0,0.02815678523799235,Intermittent
ITM10588,Pharma,42.45,6.27,7,5,5.0,0.021816229444742718,Intermittent
ITM10884,Electronics,18.15,4.35,6,14,14.0,0.05744143159620245,Intermittent
ITM10684,Groceries,19.56,1.75,4,5,5.0,0.00800457718059058,Intermittent
ITM10446,Groceries,36.84,6.68,7,11,11.0,0.032878627654169025,Intermittent
ITM11543,Groceries,10.24,6.64,5,11,11.0,0.42047119140625,Intermittent
ITM12727,Groceries,31.26,2.82,4,13,13.0,0.008138048415677807,Intermittent
ITM12373,Groceries,47.15,9.96,2,5,5.0,0.04462264225205765,Intermittent
ITM11598,Automotive,7.78,5.0,2,4,4.0,0.41302925568823895,Intermittent
ITM10062,Automotive,23.32,1.75,6,11,11.0,0.005631434085833905,Intermittent
ITM12029,Electronics,1.84,0.83,3,5,5.0,0.20347944234404533,Intermittent
ITM12259,Apparel,44.57,6.95,5,7,7.0,0.024315563637055587,Intermittent
ITM12305,Apparel,32.09,8.85,8,9,9.0,0.07605838634931494,Intermittent
ITM10989,Apparel,27.11,5.39,4,3,3.0,0.03952924279010836,Intermittent
ITM11913,Groceries,48.3,7.96,4,14,14.0,0.02716013185362362,Intermittent
ITM13133,Pharma,11.07,7.13,8,3,3.0,0.41484304936394745,Intermittent
ITM10395,Automotive,22.42,4.42,4,12,12.0,0.038866311062586686,Intermittent
ITM10552,Apparel,48.12,8.7,6,10,10.0,0.03268791860747135,Intermittent
ITM11743,Electronics,15.53,0.63,8,5,5.0,0.001645652703012552,Intermittent
ITM11046,Pharma,8.27,4.68,5,8,8.0,0.3202437679934613,Intermittent
ITM12798,Groceries,13.42,7.11,8,9,9.0,0.2806946724087766,Intermittent
ITM12211,Apparel,35.29,6.25,5,8,8.0,0.03136582521006973,Intermittent
ITM11490,Groceries,40.13,8.93,6,12,12.0,0.04951817135053661,Intermittent
ITM10985,Groceries,11.19,7.78,6,5,5.0,0.4833915127527531,Intermittent
ITM11938,Pharma,27.95,4.73,6,9,9.0,0.028639053254437875,Intermittent
ITM11366,Electronics,26.79,7.29,2,12,12.0,0.0740473685464525,Intermittent
ITM13158,Pharma,38.69,5.03,7,7,7.0,0.016902016084936224,Intermittent
ITM10309,Automotive,24.61,1.69,7,4,4.0,0.004715743576221398,Intermittent
ITM12821,Electronics,41.39,2.62,2,13,13.0,0.004006929763326482,Intermittent
ITM11928,Apparel,39.04,5.78,3,14,14.0,0.021919773330421936,Intermittent
ITM12020,Pharma,16.27,3.97,2,8,8.0,0.05953959931684478,Intermittent
ITM10885,Apparel,29.44,9.53,7,6,6.0,0.104787671498405,Intermittent
ITM12263,Pharma,15.52,4.54,5,14,14.0,0.08557132798384526,Intermittent
ITM12870,Groceries,41.01,3.45,2,5,5.0,0.007077154090381012,Intermittent
ITM11689,Automotive,13.06,8.15,4,13,13.0,0.3894295148554556,Intermittent
ITM10384,Automotive,21.71,0.92,8,5,5.0,0.001795791897762071,Intermittent
ITM10557,Automotive,20.51,5.74,6,3,3.0,0.07832356812542954,Intermittent
ITM11516,Groceries,4.33,8.69,5,11,11.0,4.027761628682216,Lumpy
ITM10620,Automotive,33.73,7.39,6,11,11.0,0.04800165314113957,Intermittent
ITM12835,Electronics,28.78,9.53,3,7,7.0,0.10964888558139892,Intermittent
ITM12437,Automotive,26.73,3.26,2,4,4.0,0.014874325553130056,Intermittent
ITM13131,Electronics,39.6,2.53,7,12,12.0,0.004081790123456789,Intermittent
ITM11433,Automotive,19.81,3.58,2,3,3.0,0.03265856530528156,Intermittent
ITM11994,Apparel,4.82,6.89,3,11,11.0,2.0433575523837395,Lumpy
ITM12864,Pharma,27.42,0.63,6,9,9.0,0.0005278933583593888,Intermittent
ITM11174,Pharma,32.76,5.1,4,3,3.0,0.024235532477290718,Intermittent
ITM10758,Automotive,4.38,8.88,8,6,6.0,4.11033965096641,Lumpy
ITM12826,Groceries,1.89,8.68,9,14,14.0,21.09190672153635,Lumpy
ITM10710,Automotive,4.44,1.35,6,5,5.0,0.09244886778670562,Intermittent
ITM11838,Groceries,42.03,2.52,3,8,8.0,0.003594862647818093,Intermittent
ITM10640,Pharma,48.58,9.8,5,12,12.0,0.04069463246102867,Intermittent
ITM10735,Apparel,26.57,5.73,3,9,9.0,0.04650783629611047,Intermittent
ITM12579,Electronics,42.7,4.64,6,10,10.0,0.011808105128641078,Intermittent
ITM12337,Pharma,29.25,6.68,9,6,6.0,0.05215562860691065,Intermittent
ITM10821,Pharma,3.26,8.98,6,9,9.0,7.587827919756109,Lumpy
ITM10498,Electronics,22.68,8.45,2,6,6.0,0.13881209777006365,Intermittent
ITM11836,Electronics,37.89,6.86,6,3,3.0,0.032779250627641615,Intermittent
ITM10132,Pharma,4.55,9.91,5,6,6.0,4.743779736746771,Lumpy
ITM12819,Electronics,18.25,2.04,4,14,14.0,0.012494952148620755,Intermittent
ITM10419,Pharma,7.52,7.17,8,12,12.0,0.9090811028746039,Lumpy
ITM10270,Groceries,27.64,1.89,5,14,14.0,0.004675709609387599,Intermittent
ITM11403,Electronics,14.83,3.15,2,13,13.0,0.045116853674073754,Intermittent
ITM10333,Automotive,30.11,2.24,3,14,14.0,0.00553445073146498,Intermittent
ITM10491,Automotive,38.8,4.25,7,4,4.0,0.011998153363800619,Intermittent
ITM12194,Pharma,27.76,8.71,3,12,12.0,0.0984458439568471,Intermittent
ITM11168,Apparel,20.27,3.79,3,4,4.0,0.034959959637152996,Intermittent
ITM13150,Electronics,10.99,4.45,3,4,4.0,0.1639549892738953,Intermittent
ITM12466,Electronics,5.64,2.14,9,10,10.0,0.14396911624163777,Intermittent
ITM12068,Pharma,3.54,9.42,9,3,3.0,7.081011203677105,Lumpy
ITM11875,Automotive,16.88,5.56,7,14,14.0,0.1084937445250556,Intermittent
ITM11834,Electronics,12.59,4.37,7,14,14.0,0.12047901652975464,Intermittent
ITM11519,Automotive,39.23,4.7,7,3,3.0,0.014353542501723047,Intermittent
ITM10173,Pharma,17.04,4.13,7,14,14.0,0.058743649297978796,Intermittent
ITM10307,Pharma,12.02,9.41,4,11,11.0,0.6128727495217345,Lumpy
ITM11071,Groceries,48.25,4.7,9,10,10.0,0.00948857687454697,Intermittent
ITM10917,Electronics,39.4,9.04,3,9,9.0,0.05264345899147104,Intermittent
ITM11407,Apparel,5.81,1.2,8,3,3.0,0.04265895645527771,Intermittent
ITM12442,Apparel,2.02,9.84,6,9,9.0,23.72943829036369,Lumpy
ITM10912,Groceries,4.08,6.25,5,8,8.0,2.3466034698193,Lumpy
ITM11303,Automotive,37.25,5.47,8,9,9.0,0.021563641277419932,Intermittent
ITM12587,Electronics,27.03,1.31,3,14,14.0,0.0023488241302705684,Intermittent
ITM10220,Apparel,11.55,7.7,4,13,13.0,0.4444444444444444,Intermittent
ITM12034,Automotive,23.64,3.26,4,11,11.0,0.019016923336797588,Intermittent
ITM11365,Apparel,19.76,1.14,4,6,6.0,0.003328402366863904,Intermittent
ITM10370,Apparel,18.75,2.02,5,9,9.0,0.011606471111111112,Intermittent
ITM10630,Automotive,22.25,0.92,5,5,5.0,0.0017096831208180789,Intermittent
ITM12940,Automotive,12.71,8.98,5,3,3.0,0.4991850522550808,Lumpy
ITM10460,Electronics,30.95,7.56,7,3,3.0,0.05966536260214375,Intermittent
ITM12005,Automotive,30.3,5.63,2,10,10.0,0.03452482872049581,Intermittent
ITM12490,Groceries,29.74,9.24,2,3,3.0,0.09652993507054416,Intermittent
ITM10804,Apparel,22.56,7.19,7,12,12.0,0.10157330648609227,Intermittent
ITM10617,Apparel,7.47,8.36,5,14,14.0,1.2524815907987146,Lumpy
ITM12047,Apparel,35.33,7.99,5,6,6.0,0.051145365170846,Intermittent
ITM11468,Electronics,44.45,6.9,2,9,9.0,0.02409653798899435,Intermittent
ITM10331,Apparel,13.56,8.27,9,4,4.0,0.37195606112024776,Intermittent
